Grant,Ceiling Amount,Sponsored Program,F&A Rate Spon Pgm,Project Start Date,Project End Date,Fund/_number,type_of_fund,Sponsored Class,Sp_Class_name,Budget,Actual Expense
122015,"USD 28,800,000.00",90082521,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,$ 107.70
122015,"USD 28,800,000.00",90082522,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,0,"$ 2,042.66"
122015,"USD 28,800,000.00",90082522,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,0,$ 464.50
122015,"USD 28,800,000.00",90082522,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,$ 61.00
122015,"USD 28,800,000.00",90082522,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,0,$ 256.82
122015,"USD 28,800,000.00",90082522,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,$ 480.25
122015,"USD 28,800,000.00",96016183,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 578,223.06","$ 606,390.44"
122015,"USD 28,800,000.00",96016183,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 48,000.00","$ 49,340.39"
122015,"USD 28,800,000.00",96016183,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 10,750.00",0
122015,"USD 28,800,000.00",96016183,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 9,247.95"
122015,"USD 28,800,000.00",96016222,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 53,343.00","$ 64,049.24"
122015,"USD 28,800,000.00",96016222,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 7,000.00","$ 6,983.35"
122015,"USD 28,800,000.00",96016222,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 2,500.00",0
122015,"USD 28,800,000.00",96016222,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 2,170.62"
122015,"USD 28,800,000.00",96018148,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 23,170.50","$ 23,213.85"
122015,"USD 28,800,000.00",96018148,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 3,250.00","$ 2,529.82"
122015,"USD 28,800,000.00",96018148,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 2,250.00",0
122015,"USD 28,800,000.00",96018148,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,492.57"
122015,"USD 28,800,000.00",96018149,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 19,411.00","$ 17,545.55"
122015,"USD 28,800,000.00",96018149,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 2,375.00","$ 1,875.20"
122015,"USD 28,800,000.00",96018149,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 2,125.00",0
122015,"USD 28,800,000.00",96018149,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,381.29"
122015,"USD 28,800,000.00",96018150,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 20,027.25","$ 13,292.13"
122015,"USD 28,800,000.00",96018150,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 2,375.00","$ 1,401.72"
122015,"USD 28,800,000.00",96018150,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 1,875.00",0
122015,"USD 28,800,000.00",96018150,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,300.80"
122015,"USD 28,800,000.00",96018151,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 21,670.50","$ 20,837.04"
122015,"USD 28,800,000.00",96018151,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 2,375.00","$ 2,225.56"
122015,"USD 28,800,000.00",96018151,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 2,125.00",0
122015,"USD 28,800,000.00",96018151,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,440.85"
122015,"USD 28,800,000.00",96018152,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,642400,Subaward,"$ 21,670.50","$ 14,328.83"
122015,"USD 28,800,000.00",96018152,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 2,375.00","$ 1,576.17"
122015,"USD 28,800,000.00",96018152,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 2,125.00",0
122015,"USD 28,800,000.00",96018152,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,330.45"
122015,"USD 28,800,000.00",96019831,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,642400,Subaward,0,"$ 9,083.82"
122015,"USD 28,800,000.00",96019831,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,690007,Recharge,0,$ 908.38
122015,"USD 28,800,000.00",96019831,17.00,12/10/2015,12/09/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 1,216.93"
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,600000,Undistributed Budget,$ 421.81,0
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,610000,Salaries & Wages,0,"$ 2,132.95"
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,612000,Administrative Salar,0,$ 574.23
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,620000,Fringe Benefits,0,$ 891.58
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,640102,Leased Facilities Ex,0,$ 14.83
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,640300,Contractual Services,0,"$ 10,429.30"
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,641400,Telecommunications,"$ 104,121.36",0
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,642500,Other Expenses,0,$ 128.86
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,643000,Other Expenses Exclu,0,"$ 18,264.77"
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,652000,Travel Domestic,0,$ 12.71
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,652100,Travel Foreign,0,$ 624.97
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,690007,Recharge,"$ 17,115.84","$ 3,677.63"
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,699998,F & A Budgeting,"$ 21,394.80",0
122017,"USD 1,132,130.00",90066627,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,699999,Facilities & Admin C,0,"$ 2,770.84"
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,610000,Salaries & Wages,0,"$ 15,042.91"
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,620000,Fringe Benefits,0,"$ 4,509.94"
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,630000,Supplies & Materials,"$ 103,125.00","$ 58,742.83"
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,640102,Leased Facilities Ex,0,$ 17.47
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,640300,Contractual Services,0,"$ 2,825.84"
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,642500,Other Expenses,0,$ 497.61
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,652000,Travel Domestic,0,"$ 24,390.55"
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,652100,Travel Foreign,0,"$ 9,732.18"
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,690007,Recharge,"$ 16,848.00","$ 12,532.63"
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,699998,F & A Budgeting,"$ 20,427.50",0
122017,"USD 1,132,130.00",90066628,15.00,12/01/2015,09/30/2019,9100000000,PRIVATE FUND,699999,Facilities & Admin C,0,"$ 19,241.17"
122596,"USD 2,137,655.00",90067587,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 7,201.46","$ 7,201.46"
122596,"USD 2,137,655.00",90067587,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,612000,Administrative Salar,"$ 1,839.02","$ 1,839.02"
122596,"USD 2,137,655.00",90067587,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 3,072.41","$ 3,072.41"
122596,"USD 2,137,655.00",90067587,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,630000,Supplies & Materials,$ 40.42,$ 40.42
122596,"USD 2,137,655.00",90067587,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 1,459.27","$ 1,459.27"
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 12,630.61","$ 12,630.61"
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 4,677.13","$ 4,677.13"
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,630000,Supplies & Materials,"$ 8,182.15","$ 8,182.15"
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,637000,Repairs & Maintenanc,0,$ 6.09
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640102,Leased Facilities Ex,0,$ 868.26
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640300,Contractual Services,"$ 15,871.55","$ 15,003.29"
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,641400,Telecommunications,$ 0.00,$ 302.65
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,642500,Other Expenses,"$ 4,168.95","$ 3,762.59"
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,643000,Other Expenses Exclu,0,$ 97.62
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652000,Travel Domestic,"$ 5,730.81","$ 5,730.81"
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652100,Travel Foreign,"$ 3,270.57","$ 3,270.57"
122596,"USD 2,137,655.00",90067588,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 6,448.27","$ 6,448.27"
122596,"USD 2,137,655.00",90067589,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 11,291.79","$ 11,291.79"
122596,"USD 2,137,655.00",90067589,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,612000,Administrative Salar,"$ 5,709.97","$ 5,709.97"
122596,"USD 2,137,655.00",90067589,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 5,765.46","$ 5,765.46"
122596,"USD 2,137,655.00",90067589,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,630000,Supplies & Materials,$ 40.42,$ 40.42
122596,"USD 2,137,655.00",90067589,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652100,Travel Foreign,$ 628.59,$ 628.59
122596,"USD 2,137,655.00",90067589,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 2,759.04","$ 2,759.04"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 29,221.53","$ 29,221.53"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 11,060.60","$ 11,060.60"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,630000,Supplies & Materials,"$ 13,985.21","$ 13,985.21"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,637000,Repairs & Maintenanc,$ 62.98,$ 62.98
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640102,Leased Facilities Ex,"$ 1,934.04","$ 1,934.04"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640300,Contractual Services,"$ 19,864.75","$ 19,864.75"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,641400,Telecommunications,$ 741.34,$ 741.34
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,642500,Other Expenses,"$ 8,937.01","$ 8,937.01"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,643000,Other Expenses Exclu,$ 303.81,$ 303.81
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652000,Travel Domestic,"$ 15,117.21","$ 15,117.21"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652100,Travel Foreign,"$ 8,167.99","$ 8,167.99"
122596,"USD 2,137,655.00",90067590,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 12,967.07","$ 12,967.07"
122596,"USD 2,137,655.00",90074979,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 7,782.08","$ 6,130.51"
122596,"USD 2,137,655.00",90074979,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,612000,Administrative Salar,0,$ 348.54
122596,"USD 2,137,655.00",90074979,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 2,122.36","$ 2,202.94"
122596,"USD 2,137,655.00",90074979,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,$ 25.33,$ 942.05
122596,"USD 2,137,655.00",90074979,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,691500,Service Center,"$ 1,092.28",$ 25.33
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 2,744.83","$ 2,744.83"
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 1,126.03","$ 1,126.03"
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,630000,Supplies & Materials,"$ 4,735.64",$ 66.64
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640300,Contractual Services,"$ 4,176.33","$ 3,353.59"
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,642500,Other Expenses,$ 591.43,$ 599.18
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,643000,Other Expenses Exclu,0,$ 0.01
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652000,Travel Domestic,"$ 2,681.66",$ 553.09
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652100,Travel Foreign,0,$ 25.07
122596,"USD 2,137,655.00",90074980,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 1,766.15",$ 908.86
122596,"USD 2,137,655.00",90075382,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 2,542.67",$ 852.40
122596,"USD 2,137,655.00",90075382,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,612000,Administrative Salar,0,"$ 1,353.08"
122596,"USD 2,137,655.00",90075382,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,$ 864.51,$ 749.88
122596,"USD 2,137,655.00",90075382,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,$ 388.67,$ 303.69
122596,"USD 2,137,655.00",90075382,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,691500,Service Center,0,$ 12.50
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 24,671.18","$ 19,353.78"
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 9,848.02","$ 7,757.22"
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,630000,Supplies & Materials,"$ 17,530.52","$ 6,953.00"
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,637000,Repairs & Maintenanc,0,$ 110.42
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640102,Leased Facilities Ex,0,"$ 2,661.50"
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640300,Contractual Services,"$ 4,929.86","$ 6,156.84"
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,641400,Telecommunications,0,$ 778.98
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,642500,Other Expenses,"$ 6,199.66","$ 3,684.03"
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,643000,Other Expenses Exclu,0,$ -360.59
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652000,Travel Domestic,"$ 45,161.35","$ 10,418.96"
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652100,Travel Foreign,0,"$ 4,610.95"
122596,"USD 2,137,655.00",90075383,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 11,917.45","$ 6,445.35"
122596,"USD 2,137,655.00",90075406,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 6,060.03","$ 3,508.80"
122596,"USD 2,137,655.00",90075406,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,612000,Administrative Salar,0,$ 381.93
122596,"USD 2,137,655.00",90075406,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 2,060.43","$ 1,322.88"
122596,"USD 2,137,655.00",90075406,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652100,Travel Foreign,"$ 1,395.77","$ 1,395.77"
122596,"USD 2,137,655.00",90075406,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 1,048.15",$ 715.22
122596,"USD 2,137,655.00",90075406,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,691500,Service Center,$ 12.50,$ 12.50
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 36,190.05","$ 19,364.49"
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 14,392.92","$ 7,777.11"
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,630000,Supplies & Materials,"$ 5,876.29","$ 4,197.37"
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,637000,Repairs & Maintenanc,0,$ 12.82
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640102,Leased Facilities Ex,0,"$ 2,469.44"
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640300,Contractual Services,"$ 26,318.89","$ 18,447.17"
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,641400,Telecommunications,0,$ 893.74
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,642500,Other Expenses,"$ 8,714.48","$ 2,758.37"
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,643000,Other Expenses Exclu,0,$ -310.07
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652000,Travel Domestic,"$ 26,785.67","$ 8,089.09"
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652100,Travel Foreign,0,"$ 5,382.61"
122596,"USD 2,137,655.00",90075407,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 13,010.63","$ 7,210.61"
122596,"USD 2,137,655.00",90081606,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 1,202.75",0
122596,"USD 2,137,655.00",90081606,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,$ 409.25,0
122596,"USD 2,137,655.00",90081606,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,$ 177.32,0
122596,"USD 2,137,655.00",90081607,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,610000,Salaries & Wages,"$ 3,239.75",0
122596,"USD 2,137,655.00",90081607,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,620000,Fringe Benefits,"$ 1,273.50",0
122596,"USD 2,137,655.00",90081607,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,630000,Supplies & Materials,$ 720.50,0
122596,"USD 2,137,655.00",90081607,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,640300,Contractual Services,"$ 2,941.25",0
122596,"USD 2,137,655.00",90081607,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,642500,Other Expenses,"$ 5,068.25",0
122596,"USD 2,137,655.00",90081607,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,652000,Travel Domestic,$ 331.00,0
122596,"USD 2,137,655.00",90081607,0.00,01/01/2016,06/30/2020,9100000000,PRIVATE FUND,690007,Recharge,"$ 1,135.01",0
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,600000,Undistributed Budget,"$ 75,000.00",0
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 23,332.45","$ 22,499.44"
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,612000,Administrative Salar,"$ 1,494.27","$ 7,181.37"
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 14,699.33","$ 8,458.95"
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 39,379.42","$ 39,380.48"
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,640300,Contractual Services,$ 87.49,$ 538.62
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,641400,Telecommunications,0,$ 15.44
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,642500,Other Expenses,"$ 5,491.77","$ 7,183.30"
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,643000,Other Expenses Exclu,0,$ 6.18
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,652000,Travel Domestic,"$ 6,735.07",$ 44.63
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,652100,Travel Foreign,0,$ 745.97
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,690007,Recharge,"$ 5,551.33","$ 9,690.45"
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,691500,Service Center,$ 0.00,$ 248.66
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,699998,F & A Budgeting,"$ 10,880.61",0
122744,"USD 7,358,132.00",90067767,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,699999,Facilities & Admin C,0,"$ 16,039.13"
122744,"USD 7,358,132.00",90067768,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,610000,Salaries & Wages,"$ 369,893.46","$ 343,772.95"
122744,"USD 7,358,132.00",90067768,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,620000,Fringe Benefits,"$ 121,662.76","$ 137,280.58"
122744,"USD 7,358,132.00",90067768,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,630000,Supplies & Materials,"$ 58,003.41","$ 45,592.55"
122744,"USD 7,358,132.00",90067768,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,637000,Repairs & Maintenanc,$ 0.00,"$ 5,222.81"
122744,"USD 7,358,132.00",90067768,17.00,12/10/2015,12/08/2020,9000000000,GOVERNMENT FUND,640102,Leased Facilities Ex,$ 0.00,"$ 22,507.34"
