Grant,Sponsored Program,Sponsored Class,Sp Class, May Expenses,,,
123709,90072757,643000,Other Expenses Exclu,$ 0.71,,,
123709,90072757,652000,Travel Domestic,$ 129.33,,,
123709,90072757,652100,Travel Foreign,$ 244.88,,,
123709,90072757,690007,Recharge,$ 13.67,,,
123709,90072757,699999,Facilities & Admin C,$ 5.41,,,
123709,90072758,610000,Salaries & Wages,$ 784.36,,,
123709,90072758,620000,Fringe Benefits,$ 308.96,,,
123709,90072758,640300,Contractual Services,$ 0.96,,,
123709,90072758,642500,Other Expenses,$ 9.61,,,
123709,90072758,643000,Other Expenses Exclu,$ 0.39,,,
123709,90072758,652000,Travel Domestic,$ 270.11,,,
123709,90072758,652100,Travel Foreign,$ 323.27,,,
123709,90072758,690007,Recharge,$ 169.76,,,
123709,90072758,699999,Facilities & Admin C,$ 67.22,,,
123709,90072759,610000,Salaries & Wages,$ 616.99,,,
123709,90072759,620000,Fringe Benefits,$ 243.03,,,
123709,90072759,640300,Contractual Services,$ 3.24,,,
123709,90072759,641400,Telecommunications,$ 2.63,,,
123709,90072759,642500,Other Expenses,$ 33.55,,,
123709,90072759,643000,Other Expenses Exclu,$ 0.24,,,
123709,90072759,652000,Travel Domestic,$ 80.00,,,
123709,90072759,652100,Travel Foreign,$ 220.83,,,
123709,90072759,690007,Recharge,$ 120.05,,,
123709,90072759,699999,Facilities & Admin C,$ 47.54,,,
123709,90072760,610000,Salaries & Wages,$ 446.95,,,
123709,90072760,620000,Fringe Benefits,$ 176.05,,,
123709,90072760,640300,Contractual Services,$ 0.55,,,
123709,90072760,642500,Other Expenses,$ 7.76,,,
123709,90072760,643000,Other Expenses Exclu,$ 0.34,,,
123709,90072760,652000,Travel Domestic,$ 41.08,,,
123709,90072760,652100,Travel Foreign,$ 24.52,,,
123709,90072760,690007,Recharge,$ 69.73,,,
123709,90072760,699999,Facilities & Admin C,$ 27.61,,,
123709,90072761,610000,Salaries & Wages,$ 693.24,,,
123709,90072761,620000,Fringe Benefits,$ 273.07,,,
123709,90072761,640300,Contractual Services,$ 247.70,,,
123709,90072761,642500,Other Expenses,$ 103.18,,,
123709,90072761,652000,Travel Domestic,"$ (11,276.88)",,,
123709,90072761,652100,Travel Foreign,$ 514.04,,,
123709,90072761,690007,Recharge,$ (944.57),,,
123709,90072761,699999,Facilities & Admin C,$ (374.05),,,
123709,90072762,610000,Salaries & Wages,$ 835.12,,,
123709,90072762,620000,Fringe Benefits,$ 328.96,,,
123709,90072762,640300,Contractual Services,$ 0.55,,,
123709,90072762,641400,Telecommunications,$ 5.25,,,
123709,90072762,642500,Other Expenses,$ 8.41,,,
123709,90072762,643000,Other Expenses Exclu,$ 0.24,,,
123709,90072762,652000,Travel Domestic,$ 290.35,,,
123709,90072762,652100,Travel Foreign,$ 56.04,,,
123709,90072762,690007,Recharge,$ 152.49,,,
123709,90072762,699999,Facilities & Admin C,$ 60.39,,,
123709,90072763,610000,Salaries & Wages,$ 3.76,,,
123709,90072763,620000,Fringe Benefits,$ 1.24,,,
123709,90072763,690007,Recharge,$ 0.50,,,
123709,90072763,699999,Facilities & Admin C,$ 0.20,,,
123709,90074440,610000,Salaries & Wages,"$ 1,283.04",,,
123709,90074440,620000,Fringe Benefits,$ 447.45,,,
123709,90074440,630000,Supplies & Materials,"$ 1,168.84",,,
123709,90074440,640300,Contractual Services,$ 327.91,,,
123709,90074440,642500,Other Expenses,$ 210.39,,,
123709,90074440,643000,Other Expenses Exclu,$ 72.59,,,
123709,90074440,652000,Travel Domestic,"$ 2,463.89",,,
123709,90074440,652100,Travel Foreign,$ 134.41,,,
123709,90074440,690007,Recharge,$ 610.86,,,
123709,90074440,699999,Facilities & Admin C,$ 241.89,,,
123709,90074444,610000,Salaries & Wages,$ 371.81,,,
123709,90074444,620000,Fringe Benefits,$ 132.30,,,
123709,90074444,630000,Supplies & Materials,$ 81.85,,,
123709,90074444,640300,Contractual Services,$ 23.39,,,
123709,90074444,642500,Other Expenses,$ 7.32,,,
123709,90074444,643000,Other Expenses Exclu,$ 0.56,,,
123709,90074444,652000,Travel Domestic,$ 314.33,,,
123709,90074444,652100,Travel Foreign,$ 204.77,,,
123709,90074444,690007,Recharge,$ 113.63,,,
123709,90074444,699999,Facilities & Admin C,$ 44.99,,,
123709,90077379,610000,Salaries & Wages,$ 425.66,,,
123709,90077379,620000,Fringe Benefits,$ 167.80,,,
123709,90077379,640300,Contractual Services,$ 2.61,,,
123709,90077379,642500,Other Expenses,$ 34.32,,,
123709,90077379,652000,Travel Domestic,$ 46.45,,,
123709,90077379,652100,Travel Foreign,$ 187.38,,,
123709,90077379,690007,Recharge,$ 86.42,,,
123709,90077379,699999,Facilities & Admin C,$ 25.47,,,
123709,90077380,610000,Salaries & Wages,$ 705.06,,,
123709,90077380,620000,Fringe Benefits,$ 277.72,,,
123709,90077380,640300,Contractual Services,$ 247.15,,,
123709,90077380,642500,Other Expenses,$ 111.63,,,
123709,90077380,652000,Travel Domestic,$ 238.13,,,
123709,90077380,652100,Travel Foreign,$ 430.02,,,
123709,90077380,690007,Recharge,$ 200.97,,,
123709,90077380,699999,Facilities & Admin C,$ 59.25,,,
123709,90077381,610000,Salaries & Wages,$ 958.30,,,
123709,90077381,620000,Fringe Benefits,$ 377.48,,,
123709,90077381,642500,Other Expenses,$ 23.40,,,
123709,90077381,652000,Travel Domestic,$ 290.35,,,
123709,90077381,652100,Travel Foreign,$ 54.07,,,
123709,90077381,690007,Recharge,$ 170.36,,,
123709,90077381,699999,Facilities & Admin C,$ 50.22,,,
123709,90077382,610000,Salaries & Wages,$ 472.92,,,
123709,90077382,620000,Fringe Benefits,$ 186.29,,,
123709,90077382,640300,Contractual Services,$ 19.83,,,
123709,90077382,642500,Other Expenses,$ 13.90,,,
123709,90077382,652000,Travel Domestic,$ 208.56,,,
123709,90077382,652100,Travel Foreign,$ 30.05,,,
123709,90077382,690007,Recharge,$ 93.15,,,
123709,90077382,699999,Facilities & Admin C,$ 27.46,,,
123709,90077383,610000,Salaries & Wages,$ 591.31,,,
123709,90077383,620000,Fringe Benefits,$ 232.92,,,
123709,90077383,640300,Contractual Services,$ 5.53,,,
123709,90077383,642500,Other Expenses,$ 19.90,,,
123709,90077383,643000,Other Expenses Exclu,$ 0.17,,,
123709,90077383,652000,Travel Domestic,"$ 1,729.91",,,
123709,90077383,652100,Travel Foreign,$ 52.89,,,
123709,90077383,690007,Recharge,$ 263.26,,,
123709,90077383,699999,Facilities & Admin C,$ 77.61,,,
123709,90077505,610000,Salaries & Wages,$ 117.22,,,
123709,90077505,620000,Fringe Benefits,$ 46.17,,,
123709,90077505,630000,Supplies & Materials,$ 81.85,,,
123709,90077505,640300,Contractual Services,$ 23.39,,,
123709,90077505,642500,Other Expenses,$ 21.02,,,
123709,90077505,643000,Other Expenses Exclu,$ 0.56,,,
123709,90077505,652000,Travel Domestic,$ 131.77,,,
123709,90077505,652100,Travel Foreign,$ 96.38,,,
123709,90077505,690007,Recharge,$ 51.84,,,
123709,90077505,699999,Facilities & Admin C,$ 15.28,,,
123709,90077506,610000,Salaries & Wages,$ 133.23,,,
123709,90077506,620000,Fringe Benefits,$ 52.48,,,
123709,90077506,630000,Supplies & Materials,$ 81.85,,,
123709,90077506,640300,Contractual Services,$ 23.39,,,
123709,90077506,642500,Other Expenses,$ 7.32,,,
123709,90077506,643000,Other Expenses Exclu,$ 0.07,,,
123709,90077506,652000,Travel Domestic,$ 205.19,,,
123709,90077506,652100,Travel Foreign,$ 97.09,,,
123709,90077506,690007,Recharge,$ 60.06,,,
123709,90077506,699999,Facilities & Admin C,$ 17.71,,,
123709,90077507,610000,Salaries & Wages,$ 280.44,,,
123709,90077507,620000,Fringe Benefits,$ 110.47,,,
123709,90077507,630000,Supplies & Materials,$ 81.85,,,
123709,90077507,640300,Contractual Services,$ 23.39,,,
123709,90077507,642500,Other Expenses,$ 7.32,,,
123709,90077507,643000,Other Expenses Exclu,$ 0.46,,,
123709,90077507,652000,Travel Domestic,$ 99.18,,,
123709,90077507,652100,Travel Foreign,$ 96.38,,,
123709,90077507,690007,Recharge,$ 69.95,,,
123709,90077507,699999,Facilities & Admin C,$ 20.62,,,
123709,90077508,610000,Salaries & Wages,$ 308.46,,,
123709,90077508,620000,Fringe Benefits,$ 106.93,,,
123709,90077508,640102,Leased Facilities Ex,$ 56.00,,,
123709,90077508,640300,Contractual Services,"$ 2,240.81",,,
123709,90077508,642500,Other Expenses,$ 233.18,,,
123709,90077508,643000,Other Expenses Exclu,$ 28.49,,,
123709,90077508,652000,Travel Domestic,$ 349.17,,,
123709,90077508,652100,Travel Foreign,$ 65.82,,,
123709,90077508,690007,Recharge,$ 338.89,,,
123709,90077508,699999,Facilities & Admin C,$ 104.00,,,
123709,90077509,610000,Salaries & Wages,$ 456.79,,,
123709,90077509,620000,Fringe Benefits,$ 156.50,,,
123709,90077509,640102,Leased Facilities Ex,$ 50.00,,,
123709,90077509,640300,Contractual Services,"$ 2,119.29",,,
123709,90077509,642500,Other Expenses,$ 232.62,,,
123709,90077509,643000,Other Expenses Exclu,$ 23.57,,,
123709,90077509,652000,Travel Domestic,$ 183.10,,,
123709,90077509,652100,Travel Foreign,$ 63.51,,,
123709,90077509,690007,Recharge,$ 328.54,,,
123709,90077509,699999,Facilities & Admin C,$ 100.51,,,
123709,90077510,610000,Salaries & Wages,$ 391.54,,,
123709,90077510,620000,Fringe Benefits,$ 134.15,,,
123709,90077510,640102,Leased Facilities Ex,$ 46.00,,,
123709,90077510,640300,Contractual Services,"$ 2,281.46",,,
123709,90077510,642500,Other Expenses,$ 232.25,,,
123709,90077510,643000,Other Expenses Exclu,$ 26.84,,,
123709,90077510,652000,Travel Domestic,$ 241.76,,,
123709,90077510,652100,Travel Foreign,$ 25.98,,,
123709,90077510,690007,Recharge,$ 338.00,,,
123709,90077510,699999,Facilities & Admin C,$ 103.01,,,
123709,90077511,610000,Salaries & Wages,$ 654.96,,,
123709,90077511,620000,Fringe Benefits,$ 231.11,,,
123709,90077511,640102,Leased Facilities Ex,$ 38.50,,,
123709,90077511,640300,Contractual Services,"$ 2,073.28",,,
123709,90077511,642500,Other Expenses,$ 231.54,,,
123709,90077511,643000,Other Expenses Exclu,$ 27.60,,,
123709,90077511,652000,Travel Domestic,$ 311.37,,,
123709,90077511,652100,Travel Foreign,$ 186.28,,,
123709,90077511,690007,Recharge,$ 375.47,,,
123709,90077511,699999,Facilities & Admin C,$ 113.50,,,
123709,90077512,610000,Salaries & Wages,$ 117.22,,,
123709,90077512,620000,Fringe Benefits,$ 46.17,,,
123709,90077512,630000,Supplies & Materials,$ 90.56,,,
123709,90077512,640300,Contractual Services,$ 23.39,,,
123709,90077512,642500,Other Expenses,$ 7.32,,,
123709,90077512,643000,Other Expenses Exclu,$ 0.54,,,
123709,90077512,652000,Travel Domestic,$ 240.91,,,
123709,90077512,652100,Travel Foreign,$ 133.35,,,
123709,90077512,690007,Recharge,$ 65.95,,,
123709,90077512,699999,Facilities & Admin C,$ 19.44,,,
123709,90077513,610000,Salaries & Wages,$ 158.59,,,
123709,90077513,620000,Fringe Benefits,$ 55.58,,,
123709,90077513,640102,Leased Facilities Ex,$ 45.00,,,
123709,90077513,640300,Contractual Services,"$ 2,075.07",,,
123709,90077513,642500,Other Expenses,$ 232.15,,,
123709,90077513,643000,Other Expenses Exclu,$ 34.40,,,
123709,90077513,652000,Travel Domestic,"$ (2,748.47)",,,
123709,90077513,652100,Travel Foreign,$ 53.11,,,
123709,90077513,690007,Recharge,$ (9.45),,,
123709,90077513,699999,Facilities & Admin C,$ 0.51,,,
123709,90077514,610000,Salaries & Wages,$ 380.58,,,
123709,90077514,620000,Fringe Benefits,$ 135.82,,,
123709,90077514,640102,Leased Facilities Ex,$ 24.00,,,
123709,90077514,640300,Contractual Services,"$ 2,071.50",,,
123709,90077514,642500,Other Expenses,$ 230.18,,,
123709,90077514,643000,Other Expenses Exclu,$ 55.77,,,
123709,90077514,652000,Travel Domestic,"$ (8,546.54)",,,
123709,90077514,652100,Travel Foreign,$ 53.36,,,
123709,90077514,690007,Recharge,$ (559.53),,,
123709,90077514,699999,Facilities & Admin C,$ (163.19),,,
123709,90077515,610000,Salaries & Wages,$ 292.38,,,
123709,90077515,620000,Fringe Benefits,$ 115.17,,,
123709,90077515,630000,Supplies & Materials,$ 102.80,,,
123709,90077515,640300,Contractual Services,$ 64.71,,,
123709,90077515,642500,Other Expenses,$ 23.91,,,
123709,90077515,643000,Other Expenses Exclu,$ 0.17,,,
123709,90077515,652000,Travel Domestic,$ 582.08,,,
123709,90077515,652100,Travel Foreign,$ 311.07,,,
123709,90077515,690007,Recharge,$ 149.23,,,
123709,90077515,699999,Facilities & Admin C,$ 44.00,,,
123709,90077516,610000,Salaries & Wages,$ 373.67,,,
123709,90077516,620000,Fringe Benefits,$ 147.19,,,
123709,90077516,630000,Supplies & Materials,$ 102.80,,,
123709,90077516,640300,Contractual Services,$ 64.71,,,
123709,90077516,642500,Other Expenses,$ 23.91,,,
123709,90077516,643000,Other Expenses Exclu,$ 0.18,,,
123709,90077516,652000,Travel Domestic,$ 582.08,,,
123709,90077516,652100,Travel Foreign,$ 319.53,,,
123709,90077516,690007,Recharge,$ 161.41,,,
123709,90077516,699999,Facilities & Admin C,$ 47.58,,,
123709,90077517,610000,Salaries & Wages,"$ 1,193.19",,,
123709,90077517,620000,Fringe Benefits,$ 175.71,,,
123709,90077517,630000,Supplies & Materials,$ 102.80,,,
123709,90077517,640300,Contractual Services,$ 64.71,,,
123709,90077517,642500,Other Expenses,$ 23.91,,,
123709,90077517,643000,Other Expenses Exclu,$ 0.25,,,
123709,90077517,652000,Travel Domestic,$ 699.41,,,
123709,90077517,652100,Travel Foreign,$ 301.39,,,
123709,90077517,690007,Recharge,$ 256.14,,,
123709,90077517,699999,Facilities & Admin C,$ 75.51,,,
123709,90077518,610000,Salaries & Wages,$ 587.61,,,
123709,90077518,620000,Fringe Benefits,$ 231.46,,,
123709,90077518,630000,Supplies & Materials,$ 28.29,,,
123709,90077518,640300,Contractual Services,$ 442.69,,,
123709,90077518,642500,Other Expenses,$ 60.86,,,
123709,90077518,643000,Other Expenses Exclu,$ 0.07,,,
123709,90077518,652000,Travel Domestic,"$ 2,403.64",,,
123709,90077518,652100,Travel Foreign,"$ 1,085.21",,,
123709,90077518,690007,Recharge,$ 483.99,,,
123709,90077518,699999,Facilities & Admin C,$ 142.68,,,
123709,90077519,610000,Salaries & Wages,$ 507.98,,,
123709,90077519,620000,Fringe Benefits,$ 200.09,,,
123709,90077519,630000,Supplies & Materials,$ 20.95,,,
123709,90077519,640300,Contractual Services,$ 56.55,,,
123709,90077519,642500,Other Expenses,$ 38.84,,,
123709,90077519,643000,Other Expenses Exclu,$ 0.07,,,
123709,90077519,652000,Travel Domestic,$ 535.87,,,
123709,90077519,652100,Travel Foreign,$ 571.10,,,
123709,90077519,690007,Recharge,$ 193.15,,,
123709,90077519,699999,Facilities & Admin C,$ 56.95,,,
123709,90077520,610000,Salaries & Wages,$ 365.07,,,
123709,90077520,620000,Fringe Benefits,$ 133.42,,,
123709,90077520,640102,Leased Facilities Ex,$ 37.75,,,
123709,90077520,640300,Contractual Services,"$ 2,073.28",,,
123709,90077520,642500,Other Expenses,$ 231.47,,,
123709,90077520,643000,Other Expenses Exclu,$ 41.14,,,
123709,90077520,652000,Travel Domestic,"$ (6,786.37)",,,
123709,90077520,652100,Travel Foreign,$ 6.67,,,
123709,90077520,690007,Recharge,$ (389.76),,,
123709,90077520,699999,Facilities & Admin C,$ (112.14),,,
123709,90077521,610000,Salaries & Wages,"$ 1,102.13",,,
123709,90077521,620000,Fringe Benefits,$ 385.02,,,
123709,90077521,630000,Supplies & Materials,$ 33.87,,,
123709,90077521,640102,Leased Facilities Ex,$ 68.75,,,
123709,90077521,640300,Contractual Services,$ 14.28,,,
123709,90077521,641400,Telecommunications,$ 114.02,,,
123709,90077521,642500,Other Expenses,$ 12.73,,,
123709,90077521,643000,Other Expenses Exclu,$ 169.59,,,
123709,90077521,652000,Travel Domestic,$ 179.34,,,
123709,90077521,652100,Travel Foreign,$ 598.66,,,
123709,90077521,690007,Recharge,$ 267.84,,,
123709,90077521,699999,Facilities & Admin C,$ 84.00,,,
123709,90077522,610000,Salaries & Wages,$ (74.98),,,
123709,90077522,620000,Fringe Benefits,$ (29.54),,,
123709,90077522,630000,Supplies & Materials,$ 85.63,,,
123709,90077522,637000,Repairs & Maintenanc,$ 15.76,,,
123709,90077522,640102,Leased Facilities Ex,$ 708.04,,,
123709,90077522,640300,Contractual Services,$ 83.69,,,
123709,90077522,641400,Telecommunications,$ 144.11,,,
123709,90077522,642500,Other Expenses,$ 261.43,,,
123709,90077522,652000,Travel Domestic,"$ 1,625.15",,,
123709,90077522,652100,Travel Foreign,$ 714.00,,,
123709,90077522,690007,Recharge,$ 353.33,,,
123709,90077522,699999,Facilities & Admin C,$ 155.99,,,
123709,96018696,642400,Subaward,$ 210.66,,,
123709,96018696,690007,Recharge,$ 21.07,,,
123709,96018696,699999,Facilities & Admin C,$ 8.34,,,
123709,96018698,642400,Subaward,"$ 1,101.32",,,
123709,96018698,690007,Recharge,$ 110.13,,,
123709,96018698,699999,Facilities & Admin C,$ 43.61,,,
123709,96018760,642400,Subaward,"$ 1,045.21",,,
123709,96018760,690007,Recharge,$ 104.52,,,
123709,96018760,699999,Facilities & Admin C,$ 41.39,,,
123709,96018761,642400,Subaward,$ 458.56,,,
123709,96018761,690007,Recharge,$ 45.86,,,
123709,96018761,699999,Facilities & Admin C,$ 18.16,,,
123709,96020160,642400,Subaward,"$ 4,338.78",,,
123709,96020160,690007,Recharge,$ 433.88,,,
123709,96020160,699999,Facilities & Admin C,$ 171.82,,,
123709,96020189,642400,Subaward,"$ 25,535.82",,,
123709,96020189,690007,Recharge,"$ 2,553.58",,,
123709,96020189,699999,Facilities & Admin C,"$ 1,011.22",,,
123709,96020191,642400,Subaward,"$ 8,707.65",,,
123709,96020191,690007,Recharge,$ 870.77,,,
123709,96020191,699999,Facilities & Admin C,$ 344.82,,,
123709,96020320,642400,Subaward,"$ 10,763.18",,,
123709,96020320,690007,Recharge,"$ 1,076.32",,,
123709,96020320,699999,Facilities & Admin C,$ 537.51,,,
123909,90069756,612000,Administrative Salar,$ 62.50,,,
123909,90069756,620000,Fringe Benefits,$ 21.25,,,
123909,90069756,690007,Recharge,$ 8.38,,,
123909,90069756,699999,Facilities & Admin C,$ 4.18,,,
123909,90069757,610000,Salaries & Wages,$ 49.41,,,
123909,90069757,620000,Fringe Benefits,$ 8.73,,,
123909,90069757,630000,Supplies & Materials,$ 1.33,,,
123909,90069757,640300,Contractual Services,"$ 1,417.85",,,
123909,90069757,641400,Telecommunications,$ 0.27,,,
123909,90069757,652000,Travel Domestic,$ 3.50,,,
123909,90069757,652100,Travel Foreign,$ 137.67,,,
123909,90069757,690007,Recharge,$ 161.88,,,
123909,90069757,699999,Facilities & Admin C,$ 80.84,,,
124436,90070635,620000,Fringe Benefits,$ (0.00),,,
124436,90070635,642500,Other Expenses,$ 6.75,,,
124436,90070635,652000,Travel Domestic,$ 12.74,,,
124436,90070635,652100,Travel Foreign,$ (7.95),,,
124436,90070635,690007,Recharge,$ 1.15,,,
124436,90070636,690001,Cost Overrun Small B,$ (0.01),,,
124436,90070636,690007,Recharge,$ (23.19),,,
124436,90070636,691500,Service Center,$ (231.88),,,
124543,90070845,610000,Salaries & Wages,$ (429.51),,,
124543,90070845,612000,Administrative Salar,$ (173.28),,,
124543,90070845,620000,Fringe Benefits,$ (249.37),,,
124543,90070845,630000,Supplies & Materials,$ 1.64,,,
124543,90070845,652100,Travel Foreign,$ 1.35,,,
124543,90070845,690007,Recharge,$ (84.91),,,
124543,90070845,699999,Facilities & Admin C,$ (158.79),,,
124543,90070846,610000,Salaries & Wages,"$ 1,920.04",,,
124543,90070846,620000,Fringe Benefits,$ 391.87,,,
124543,90070846,630000,Supplies & Materials,$ 338.40,,,
124543,90070846,637000,Repairs & Maintenanc,$ 2.52,,,
124543,90070846,640102,Leased Facilities Ex,$ 312.75,,,
124543,90070846,640300,Contractual Services,$ 17.93,,,
124543,90070846,641400,Telecommunications,$ 70.91,,,
124543,90070846,642500,Other Expenses,$ 6.01,,,
124543,90070846,643000,Other Expenses Exclu,$ (10.89),,,
124543,90070846,652100,Travel Foreign,$ 779.94,,,
124543,90070846,690007,Recharge,$ 382.95,,,
124543,90070846,699999,Facilities & Admin C,$ 664.80,,,
124647,90070996,610000,Salaries & Wages,$ 743.41,,,
124647,90070996,612000,Administrative Salar,$ 403.08,,,
124647,90070996,620000,Fringe Benefits,$ 211.56,,,
124647,90070996,640300,Contractual Services,$ 145.06,,,
124647,90070996,642500,Other Expenses,"$ 3,809.54",,,
124647,90070996,643000,Other Expenses Exclu,$ 32.99,,,
124647,90070996,690007,Recharge,$ 534.57,,,
124647,90070996,699999,Facilities & Admin C,$ 994.04,,,
124647,90072174,610000,Salaries & Wages,"$ 13,903.87",,,
124647,90072174,620000,Fringe Benefits,"$ 4,556.30",,,
124647,90072174,630000,Supplies & Materials,"$ 17,908.69",,,
124647,90072174,637000,Repairs & Maintenanc,"$ 1,309.60",,,
124647,90072174,640102,Leased Facilities Ex,$ 959.71,,,
124647,90072174,640300,Contractual Services,"$ 5,470.11",,,
124647,90072174,641400,Telecommunications,$ 651.93,,,
124647,90072174,642500,Other Expenses,$ 657.47,,,
124647,90072174,643000,Other Expenses Exclu,$ 58.80,,,
124647,90072174,652000,Travel Domestic,"$ 15,371.82",,,
124647,90072174,652100,Travel Foreign,"$ 9,356.54",,,
124647,90072174,690007,Recharge,"$ 7,020.49",,,
124647,90072174,699999,Facilities & Admin C,"$ 12,955.15",,,
124647,90072175,610000,Salaries & Wages,"$ 10,917.69",,,
124647,90072175,620000,Fringe Benefits,"$ 3,577.73",,,
124647,90072175,630000,Supplies & Materials,"$ 13,665.71",,,
124647,90072175,637000,Repairs & Maintenanc,"$ 1,147.77",,,
124647,90072175,640102,Leased Facilities Ex,"$ 1,116.17",,,
124647,90072175,640300,Contractual Services,"$ 2,821.58",,,
124647,90072175,641400,Telecommunications,$ 477.30,,,
124647,90072175,642500,Other Expenses,$ 330.18,,,
124647,90072175,643000,Other Expenses Exclu,$ 39.20,,,
124647,90072175,652000,Travel Domestic,"$ 20,506.94",,,
124647,90072175,652100,Travel Foreign,"$ 6,631.42",,,
124647,90072175,690007,Recharge,"$ 6,123.17",,,
124647,90072175,699999,Facilities & Admin C,"$ 11,253.92",,,
124647,90072176,610000,Salaries & Wages,"$ 22,012.44",,,
124647,90072176,620000,Fringe Benefits,"$ 7,213.47",,,
124647,90072176,630000,Supplies & Materials,"$ 21,260.15",,,
124647,90072176,637000,Repairs & Maintenanc,"$ 3,309.76",,,
124647,90072176,640102,Leased Facilities Ex,"$ 1,799.43",,,
124647,90072176,640300,Contractual Services,"$ 6,321.66",,,
124647,90072176,641400,Telecommunications,$ 693.65,,,
124647,90072176,642500,Other Expenses,"$ 1,553.46",,,
124647,90072176,643000,Other Expenses Exclu,$ 97.99,,,
124647,90072176,652000,Travel Domestic,"$ 31,555.41",,,
124647,90072176,652100,Travel Foreign,"$ 18,673.43",,,
124647,90072176,690007,Recharge,"$ 11,449.09",,,
124647,90072176,699999,Facilities & Admin C,"$ 21,087.23",,,
124647,90074115,610000,Salaries & Wages,"$ 2,656.47",,,
124647,90074115,612000,Administrative Salar,$ 558.42,,,
124647,90074115,620000,Fringe Benefits,"$ 1,093.06",,,
124647,90074115,642500,Other Expenses,$ 17.67,,,
124647,90074115,652100,Travel Foreign,$ 613.87,,,
124647,90074115,690007,Recharge,$ 493.95,,,
124647,90074115,699999,Facilities & Admin C,$ 923.69,,,
124647,90074116,610000,Salaries & Wages,"$ 2,243.91",,,
124647,90074116,612000,Administrative Salar,$ 225.77,,,
124647,90074116,620000,Fringe Benefits,$ 832.39,,,
124647,90074116,642500,Other Expenses,$ 4.57,,,
124647,90074116,652000,Travel Domestic,$ 49.87,,,
124647,90074116,652100,Travel Foreign,$ 757.77,,,
124647,90074116,690007,Recharge,$ 411.43,,,
124647,90074116,699999,Facilities & Admin C,$ 769.37,,,
124647,90074117,610000,Salaries & Wages,$ 596.56,,,
124647,90074117,612000,Administrative Salar,$ 220.25,,,
124647,90074117,620000,Fringe Benefits,$ 277.73,,,
124647,90074117,642500,Other Expenses,$ 37.50,,,
124647,90074117,652100,Travel Foreign,$ 464.15,,,
124647,90074117,690007,Recharge,$ 159.63,,,
124647,90074117,699999,Facilities & Admin C,$ 298.49,,,
124647,96017124,642400,Subaward,"$ 17,833.16",,,
124647,96017124,690007,Recharge,"$ 1,783.32",,,
124647,96017124,699999,Facilities & Admin C,$ 303.17,,,
124647,96017125,642400,Subaward,"$ 24,340.40",,,
124647,96017125,690007,Recharge,"$ 2,434.04",,,
124647,96017125,699999,Facilities & Admin C,$ 413.79,,,
124647,96019471,642400,Subaward,"$ 6,015.25",,,
124647,96019475,642400,Subaward,"$ 1,564.93",,,
124647,96019476,642400,Subaward,"$ 1,918.43",,,
124647,96019476,699999,Facilities & Admin C,$ 326.13,,,
124647,98014508,610000,Salaries & Wages,$ 748.03,,,
124647,98014508,620000,Fringe Benefits,$ 245.13,,,
124754,90072487,610000,Salaries & Wages,$ 238.25,,,
124754,90072487,612000,Administrative Salar,$ 89.86,,,
124754,90072487,620000,Fringe Benefits,$ 111.56,,,
124754,90072487,699999,Facilities & Admin C,$ 74.75,,,
124893,90071363,610000,Salaries & Wages,$ 195.27,,,
124893,90071363,612000,Administrative Salar,$ 457.98,,,
124893,90071363,620000,Fringe Benefits,$ 213.21,,,
124893,90071363,642500,Other Expenses,$ 60.00,,,
124893,90071363,690007,Recharge,$ 92.64,,,
124893,90071363,699999,Facilities & Admin C,$ 173.25,,,
124893,90071364,610000,Salaries & Wages,"$ 4,589.43",,,
124893,90071364,620000,Fringe Benefits,"$ 1,050.98",,,
124893,90071364,630000,Supplies & Materials,$ 174.73,,,
124893,90071364,637000,Repairs & Maintenanc,$ 0.55,,,
124893,90071364,640102,Leased Facilities Ex,$ 432.46,,,
124893,90071364,640300,Contractual Services,"$ 1,388.23",,,
124893,90071364,641400,Telecommunications,$ 100.02,,,
124893,90071364,642500,Other Expenses,$ 931.06,,,
124893,90071364,643000,Other Expenses Exclu,$ (221.36),,,
124893,90071364,652000,Travel Domestic,"$ 3,281.61",,,
124893,90071364,652100,Travel Foreign,$ 792.62,,,
124893,90071364,690007,Recharge,"$ 1,252.04",,,
124893,90071364,699999,Facilities & Admin C,"$ 2,305.41",,,
124916,90071447,610000,Salaries & Wages,"$ 1,536.63",,,
124916,90071447,612000,Administrative Salar,"$ 1,782.50",,,
124916,90071447,620000,Fringe Benefits,"$ 1,128.50",,,
124916,90071447,630000,Supplies & Materials,$ 442.87,,,
124916,90071447,640300,Contractual Services,"$ 18,750.00",,,
124916,90071447,690007,Recharge,"$ 2,366.55",,,
124916,90071447,691500,Service Center,$ 25.00,,,
124916,90071447,699999,Facilities & Admin C,"$ 6,768.33",,,
124916,90071448,610000,Salaries & Wages,"$ 1,096.40",,,
124916,90071448,620000,Fringe Benefits,"$ 1,027.68",,,
124916,90071448,630000,Supplies & Materials,$ 58.04,,,
124916,90071448,640102,Leased Facilities Ex,$ 568.97,,,
124916,90071448,641400,Telecommunications,$ 50.69,,,
124916,90071448,642500,Other Expenses,$ 38.33,,,
124916,90071448,652100,Travel Foreign,$ 346.03,,,
124916,90071448,690007,Recharge,$ 318.62,,,
124916,90071448,699999,Facilities & Admin C,$ 763.30,,,
125014,90071586,610000,Salaries & Wages,$ 141.26,,,
125014,90071586,612000,Administrative Salar,$ (277.20),,,
