Grant,Sponsored Program,Sponsored Class number,sponsored class name,Total Revenue or Expense
123709,90072758,640300,Contractual Services,$ 203.77
123709,90072758,642500,Other Expenses,$ 162.20
123709,90072758,643000,Other Expenses Exclu,$ (0.20)
123709,90072758,652000,Travel Domestic,$ 690.19
123709,90072758,652100,Travel Foreign,"$ 1,045.12"
123709,90072758,690007,Recharge,$ 648.15
123709,90072758,699999,Facilities & Admin C,$ 283.12
123709,90072759,610000,Salaries & Wages,"$ 3,898.04"
123709,90072759,620000,Fringe Benefits,"$ 1,533.28"
123709,90072759,630000,Supplies & Materials,$ 231.43
123709,90072759,640102,Leased Facilities Ex,$ 2.00
123709,90072759,640300,Contractual Services,$ 239.11
123709,90072759,641400,Telecommunications,$ 2.63
123709,90072759,642500,Other Expenses,$ 207.84
123709,90072759,643000,Other Expenses Exclu,$ 0.24
123709,90072759,652000,Travel Domestic,$ 701.00
123709,90072759,652100,Travel Foreign,$ 985.62
123709,90072759,690007,Recharge,$ 707.86
123709,90072759,699999,Facilities & Admin C,$ 306.45
123709,90072760,610000,Salaries & Wages,"$ 2,426.00"
123709,90072760,620000,Fringe Benefits,$ 953.44
123709,90072760,630000,Supplies & Materials,$ 150.67
123709,90072760,640102,Leased Facilities Ex,$ 2.00
123709,90072760,640300,Contractual Services,$ 99.09
123709,90072760,642500,Other Expenses,$ 135.87
123709,90072760,643000,Other Expenses Exclu,$ 0.34
123709,90072760,652000,Travel Domestic,$ 740.69
123709,90072760,652100,Travel Foreign,$ 605.36
123709,90072760,690007,Recharge,$ 441.51
123709,90072760,699999,Facilities & Admin C,$ 200.11
123709,90072761,610000,Salaries & Wages,"$ 3,061.31"
123709,90072761,620000,Fringe Benefits,"$ 1,205.85"
123709,90072761,630000,Supplies & Materials,$ 150.67
123709,90072761,640300,Contractual Services,$ 346.24
123709,90072761,642500,Other Expenses,$ 275.12
123709,90072761,643000,Other Expenses Exclu,$ 0.05
123709,90072761,652000,Travel Domestic,"$ (5,451.54)"
123709,90072761,652100,Travel Foreign,"$ 1,268.02"
123709,90072761,690007,Recharge,$ 9.62
123709,90072761,699999,Facilities & Admin C,$ 31.16
123709,90072762,610000,Salaries & Wages,"$ 4,872.74"
123709,90072762,620000,Fringe Benefits,"$ 1,917.21"
123709,90072762,630000,Supplies & Materials,$ 439.58
123709,90072762,640102,Leased Facilities Ex,$ 2.00
123709,90072762,640300,Contractual Services,$ 181.16
123709,90072762,641400,Telecommunications,$ 5.25
123709,90072762,642500,Other Expenses,$ 405.77
123709,90072762,643000,Other Expenses Exclu,$ (0.81)
123709,90072762,652000,Travel Domestic,"$ 1,563.54"
123709,90072762,652100,Travel Foreign,$ 828.02
123709,90072762,690007,Recharge,$ 910.40
123709,90072762,699999,Facilities & Admin C,$ 400.63
123709,90072763,610000,Salaries & Wages,$ 666.78
123709,90072763,620000,Fringe Benefits,$ 262.40
123709,90072763,642500,Other Expenses,$ 0.66
123709,90072763,652100,Travel Foreign,$ 264.09
123709,90072763,690007,Recharge,$ 95.70
123709,90072763,699999,Facilities & Admin C,$ 46.43
123709,90074440,610000,Salaries & Wages,"$ 3,449.23"
123709,90074440,620000,Fringe Benefits,"$ 1,234.66"
123709,90074440,630000,Supplies & Materials,"$ 5,849.94"
123709,90074440,640102,Leased Facilities Ex,$ 137.75
123709,90074440,640300,Contractual Services,"$ 4,494.81"
123709,90074440,641400,Telecommunications,$ 9.32
123709,90074440,642500,Other Expenses,"$ 1,834.08"
123709,90074440,643000,Other Expenses Exclu,$ 72.59
123709,90074440,652000,Travel Domestic,"$ (2,830.78)"
123709,90074440,652100,Travel Foreign,$ 658.72
123709,90074440,690007,Recharge,"$ 1,361.18"
123709,90074440,699999,Facilities & Admin C,$ 594.59
123709,90074444,610000,Salaries & Wages,"$ 3,592.25"
123709,90074444,620000,Fringe Benefits,"$ 1,291.02"
123709,90074444,630000,Supplies & Materials,$ 88.57
123709,90074444,640102,Leased Facilities Ex,$ 5.25
123709,90074444,640300,Contractual Services,"$ 1,550.95"
123709,90074444,642500,Other Expenses,$ 149.27
123709,90074444,643000,Other Expenses Exclu,$ 0.56
123709,90074444,652000,Travel Domestic,"$ 1,742.05"
123709,90074444,652100,Travel Foreign,"$ 1,729.73"
123709,90074444,690007,Recharge,$ 935.25
123709,90074444,699999,Facilities & Admin C,$ 399.39
123709,90077379,610000,Salaries & Wages,"$ 3,963.70"
123709,90077379,620000,Fringe Benefits,"$ 1,561.30"
123709,90077379,640300,Contractual Services,$ 185.96
123709,90077379,642500,Other Expenses,$ 137.52
123709,90077379,643000,Other Expenses Exclu,$ (0.09)
123709,90077379,652000,Travel Domestic,$ 493.43
123709,90077379,652100,Travel Foreign,$ 887.69
123709,90077379,690007,Recharge,$ 686.29
123709,90077379,699999,Facilities & Admin C,$ 212.15
123709,90077380,610000,Salaries & Wages,"$ 4,317.80"
123709,90077380,620000,Fringe Benefits,"$ 1,700.78"
123709,90077380,640300,Contractual Services,$ 426.55
123709,90077380,642500,Other Expenses,$ 329.18
123709,90077380,652000,Travel Domestic,$ 842.66
123709,90077380,652100,Travel Foreign,"$ 1,270.16"
123709,90077380,690007,Recharge,$ 851.41
123709,90077380,699999,Facilities & Admin C,$ 260.99
123709,90077381,610000,Salaries & Wages,"$ 4,885.54"
123709,90077381,620000,Fringe Benefits,"$ 1,924.41"
123709,90077381,640300,Contractual Services,$ 178.28
123709,90077381,642500,Other Expenses,$ 244.87
123709,90077381,643000,Other Expenses Exclu,$ (1.01)
123709,90077381,652000,Travel Domestic,"$ 4,458.40"
123709,90077381,652100,Travel Foreign,$ 581.24
123709,90077381,690007,Recharge,"$ 1,200.76"
123709,90077381,699999,Facilities & Admin C,$ 361.06
123709,90077382,610000,Salaries & Wages,"$ 3,000.28"
123709,90077382,620000,Fringe Benefits,"$ 1,181.81"
123709,90077382,640300,Contractual Services,$ 717.63
123709,90077382,642500,Other Expenses,$ 240.25
123709,90077382,652000,Travel Domestic,$ 987.70
123709,90077382,652100,Travel Foreign,$ 522.94
123709,90077382,690007,Recharge,$ 631.09
123709,90077382,699999,Facilities & Admin C,$ 195.15
123709,90077383,610000,Salaries & Wages,"$ 4,630.57"
123709,90077383,620000,Fringe Benefits,"$ 1,823.99"
123709,90077383,640300,Contractual Services,$ 170.30
123709,90077383,642500,Other Expenses,$ 173.12
123709,90077383,643000,Other Expenses Exclu,$ (3.11)
123709,90077383,652000,Travel Domestic,"$ 9,241.57"
123709,90077383,652100,Travel Foreign,$ 908.96
123709,90077383,690007,Recharge,"$ 1,693.58"
123709,90077383,699999,Facilities & Admin C,$ 499.53
123709,90077505,610000,Salaries & Wages,"$ 2,459.31"
123709,90077505,620000,Fringe Benefits,$ 859.93
123709,90077505,630000,Supplies & Materials,$ 87.84
123709,90077505,640102,Leased Facilities Ex,$ 5.25
123709,90077505,640300,Contractual Services,"$ 1,535.83"
123709,90077505,642500,Other Expenses,$ 136.81
123709,90077505,643000,Other Expenses Exclu,$ 0.56
123709,90077505,652000,Travel Domestic,"$ 1,190.64"
123709,90077505,652100,Travel Foreign,"$ 1,313.19"
123709,90077505,690007,Recharge,$ 713.79
123709,90077505,699999,Facilities & Admin C,$ 222.92
123709,90077506,610000,Salaries & Wages,"$ 1,864.18"
123709,90077506,620000,Fringe Benefits,$ 627.22
123709,90077506,630000,Supplies & Materials,$ 88.71
123709,90077506,640300,Contractual Services,"$ 1,535.83"
123709,90077506,642500,Other Expenses,$ 131.72
123709,90077506,643000,Other Expenses Exclu,$ 0.07
123709,90077506,652000,Travel Domestic,"$ 1,146.03"
123709,90077506,652100,Travel Foreign,"$ 1,386.02"
123709,90077506,690007,Recharge,$ 631.44
123709,90077506,699999,Facilities & Admin C,$ 198.62
123709,90077507,610000,Salaries & Wages,"$ 2,631.02"
123709,90077507,620000,Fringe Benefits,$ 919.65
123709,90077507,630000,Supplies & Materials,$ 87.84
123709,90077507,640102,Leased Facilities Ex,$ 4.00
123709,90077507,640300,Contractual Services,"$ 1,535.83"
123709,90077507,642500,Other Expenses,$ 129.77
123709,90077507,643000,Other Expenses Exclu,$ 0.46
123709,90077507,652000,Travel Domestic,"$ 1,159.41"
123709,90077507,652100,Travel Foreign,"$ 1,381.26"
123709,90077507,690007,Recharge,$ 736.98
123709,90077507,699999,Facilities & Admin C,$ 230.41
123709,90077508,610000,Salaries & Wages,"$ 2,451.99"
123709,90077508,620000,Fringe Benefits,$ 862.18
123709,90077508,630000,Supplies & Materials,$ 196.38
123709,90077508,640102,Leased Facilities Ex,$ 170.00
123709,90077508,640300,Contractual Services,"$ 2,725.98"
123709,90077508,641400,Telecommunications,$ 14.21
123709,90077508,642500,Other Expenses,$ 422.71
123709,90077508,643000,Other Expenses Exclu,$ 28.48
123709,90077508,652000,Travel Domestic,"$ 1,372.12"
123709,90077508,652100,Travel Foreign,"$ 1,536.43"
123709,90077508,690007,Recharge,$ 949.93
123709,90077508,699999,Facilities & Admin C,$ 300.02
123709,90077509,610000,Salaries & Wages,"$ 2,299.65"
123709,90077509,620000,Fringe Benefits,$ 807.47
123709,90077509,630000,Supplies & Materials,$ 16.80
123709,90077509,640102,Leased Facilities Ex,$ 136.00
123709,90077509,640300,Contractual Services,"$ 2,554.75"
123709,90077509,641400,Telecommunications,$ 11.12
123709,90077509,642500,Other Expenses,$ 444.17
123709,90077509,643000,Other Expenses Exclu,$ 23.57
123709,90077509,652000,Travel Domestic,"$ 1,103.26"
123709,90077509,652100,Travel Foreign,"$ 1,516.19"
123709,90077509,690007,Recharge,$ 867.61
123709,90077509,699999,Facilities & Admin C,$ 272.09
123709,90077510,610000,Salaries & Wages,"$ 2,504.99"
123709,90077510,620000,Fringe Benefits,$ 878.74
123709,90077510,630000,Supplies & Materials,$ 56.43
123709,90077510,640102,Leased Facilities Ex,$ 176.50
123709,90077510,640300,Contractual Services,"$ 2,608.93"
123709,90077510,641400,Telecommunications,$ 16.46
123709,90077510,642500,Other Expenses,$ 429.84
123709,90077510,643000,Other Expenses Exclu,$ 26.84
123709,90077510,652000,Travel Domestic,"$ 1,230.77"
123709,90077510,652100,Travel Foreign,"$ 1,561.33"
123709,90077510,690007,Recharge,$ 922.01
123709,90077510,699999,Facilities & Admin C,$ 291.98
123709,90077511,610000,Salaries & Wages,"$ 2,353.23"
123709,90077511,620000,Fringe Benefits,$ 820.14
123709,90077511,630000,Supplies & Materials,$ 151.09
123709,90077511,640102,Leased Facilities Ex,$ 136.25
123709,90077511,640300,Contractual Services,"$ 2,459.17"
123709,90077511,641400,Telecommunications,$ 12.55
123709,90077511,642500,Other Expenses,$ 417.10
123709,90077511,643000,Other Expenses Exclu,$ 27.60
123709,90077511,652000,Travel Domestic,"$ 1,388.02"
123709,90077511,652100,Travel Foreign,"$ 1,578.28"
123709,90077511,690007,Recharge,$ 907.65
123709,90077511,699999,Facilities & Admin C,$ 284.70
123709,90077512,610000,Salaries & Wages,"$ 1,922.31"
123709,90077512,620000,Fringe Benefits,$ 647.87
123709,90077512,630000,Supplies & Materials,$ 97.55
123709,90077512,640102,Leased Facilities Ex,$ 5.00
123709,90077512,640300,Contractual Services,"$ 1,542.54"
123709,90077512,642500,Other Expenses,$ 112.38
123709,90077512,643000,Other Expenses Exclu,$ 0.54
123709,90077512,652000,Travel Domestic,"$ 1,704.29"
123709,90077512,652100,Travel Foreign,"$ 1,327.34"
123709,90077512,690007,Recharge,$ 697.18
123709,90077512,699999,Facilities & Admin C,$ 216.30
123709,90077513,610000,Salaries & Wages,"$ 1,617.25"
123709,90077513,620000,Fringe Benefits,$ 562.34
123709,90077513,630000,Supplies & Materials,$ 12.24
123709,90077513,640102,Leased Facilities Ex,$ 128.50
123709,90077513,640300,Contractual Services,"$ 2,160.88"
123709,90077513,641400,Telecommunications,$ 12.15
123709,90077513,642500,Other Expenses,$ 375.86
123709,90077513,643000,Other Expenses Exclu,$ 34.40
123709,90077513,652000,Travel Domestic,"$ 1,373.44"
123709,90077513,652100,Travel Foreign,$ 423.28
123709,90077513,690007,Recharge,$ 647.44
123709,90077513,699999,Facilities & Admin C,$ 206.34
123709,90077514,610000,Salaries & Wages,"$ 1,867.13"
123709,90077514,620000,Fringe Benefits,$ 674.38
123709,90077514,630000,Supplies & Materials,$ 16.66
123709,90077514,640102,Leased Facilities Ex,$ 105.50
123709,90077514,640300,Contractual Services,"$ 2,166.32"
123709,90077514,641400,Telecommunications,$ 11.68
123709,90077514,642500,Other Expenses,$ 373.47
123709,90077514,643000,Other Expenses Exclu,$ 55.77
123709,90077514,652000,Travel Domestic,"$ 1,449.74"
123709,90077514,652100,Travel Foreign,$ 397.06
123709,90077514,690007,Recharge,$ 687.88
123709,90077514,699999,Facilities & Admin C,$ 216.91
123709,90077515,610000,Salaries & Wages,"$ 2,550.98"
123709,90077515,620000,Fringe Benefits,$ 855.58
123709,90077515,630000,Supplies & Materials,$ 143.27
123709,90077515,637000,Repairs & Maintenanc,$ 113.24
123709,90077515,640102,Leased Facilities Ex,$ 1.25
123709,90077515,640300,Contractual Services,"$ 1,591.02"
123709,90077515,642500,Other Expenses,$ 109.59
123709,90077515,643000,Other Expenses Exclu,$ 0.17
123709,90077515,652000,Travel Domestic,"$ 1,633.15"
123709,90077515,652100,Travel Foreign,"$ 1,317.83"
123709,90077515,690007,Recharge,$ 809.76
123709,90077515,699999,Facilities & Admin C,$ 244.68
123709,90077516,610000,Salaries & Wages,"$ 2,656.79"
123709,90077516,620000,Fringe Benefits,$ 895.65
123709,90077516,630000,Supplies & Materials,$ 143.47
123709,90077516,637000,Repairs & Maintenanc,$ 113.24
123709,90077516,640102,Leased Facilities Ex,$ 1.00
123709,90077516,640300,Contractual Services,"$ 1,797.26"
123709,90077516,642500,Other Expenses,$ 142.59
123709,90077516,643000,Other Expenses Exclu,$ 0.18
123709,90077516,652000,Travel Domestic,"$ 1,627.17"
123709,90077516,652100,Travel Foreign,"$ 1,301.99"
123709,90077516,690007,Recharge,$ 844.27
123709,90077516,699999,Facilities & Admin C,$ 255.32
123709,90077517,610000,Salaries & Wages,"$ 8,264.52"
123709,90077517,620000,Fringe Benefits,"$ 1,334.49"
123709,90077517,630000,Supplies & Materials,$ 143.29
123709,90077517,637000,Repairs & Maintenanc,$ 87.63
123709,90077517,640102,Leased Facilities Ex,$ 2.25
123709,90077517,640300,Contractual Services,"$ 1,617.65"
123709,90077517,642500,Other Expenses,$ 107.64
123709,90077517,643000,Other Expenses Exclu,$ 0.25
123709,90077517,652000,Travel Domestic,"$ 1,786.24"
123709,90077517,652100,Travel Foreign,"$ 1,257.52"
123709,90077517,690007,Recharge,"$ 1,440.97"
123709,90077517,699999,Facilities & Admin C,$ 430.11
123709,90077518,610000,Salaries & Wages,"$ 5,939.08"
123709,90077518,620000,Fringe Benefits,"$ 2,076.66"
123709,90077518,630000,Supplies & Materials,$ 363.94
123709,90077518,640300,Contractual Services,$ 530.72
123709,90077518,642500,Other Expenses,$ 221.44
123709,90077518,643000,Other Expenses Exclu,$ 0.07
123709,90077518,652000,Travel Domestic,"$ 7,529.36"
123709,90077518,652100,Travel Foreign,"$ 3,845.22"
123709,90077518,690007,Recharge,"$ 2,014.14"
123709,90077518,699999,Facilities & Admin C,$ 603.56
123709,90077519,610000,Salaries & Wages,"$ 3,430.87"
123709,90077519,620000,Fringe Benefits,"$ 1,157.92"
123709,90077519,630000,Supplies & Materials,$ 60.30
123709,90077519,637000,Repairs & Maintenanc,$ 113.24
123709,90077519,640300,Contractual Services,$ 296.53
123709,90077519,642500,Other Expenses,$ 222.48
123709,90077519,643000,Other Expenses Exclu,$ 0.07
123709,90077519,652000,Travel Domestic,"$ 3,613.03"
123709,90077519,652100,Travel Foreign,"$ 2,794.46"
123709,90077519,690007,Recharge,"$ 1,161.17"
123709,90077519,699999,Facilities & Admin C,$ 344.38
123709,90077520,610000,Salaries & Wages,"$ 2,441.27"
123709,90077520,620000,Fringe Benefits,$ 890.55
123709,90077520,630000,Supplies & Materials,$ 3.33
123709,90077520,640102,Leased Facilities Ex,$ 135.25
123709,90077520,640300,Contractual Services,"$ 2,320.59"
123709,90077520,641400,Telecommunications,$ 15.49
123709,90077520,642500,Other Expenses,$ 364.79
123709,90077520,643000,Other Expenses Exclu,$ 41.14
123709,90077520,652000,Travel Domestic,"$ 1,041.13"
123709,90077520,652100,Travel Foreign,$ 294.23
123709,90077520,690007,Recharge,$ 742.31
123709,90077520,699999,Facilities & Admin C,$ 232.09
123709,90077521,610000,Salaries & Wages,"$ 9,569.36"
123709,90077521,620000,Fringe Benefits,"$ 3,464.23"
123709,90077521,630000,Supplies & Materials,"$ 2,369.47"
123709,90077521,637000,Repairs & Maintenanc,$ 486.08
123709,90077521,640102,Leased Facilities Ex,$ 702.75
123709,90077521,640300,Contractual Services,"$ 2,664.22"
123709,90077521,641400,Telecommunications,"$ 1,684.12"
123709,90077521,642500,Other Expenses,$ 941.30
123709,90077521,643000,Other Expenses Exclu,$ 169.59
123709,90077521,652000,Travel Domestic,$ 196.90
123709,90077521,652100,Travel Foreign,"$ 3,437.26"
123709,90077521,690007,Recharge,"$ 2,285.05"
123709,90077521,699999,Facilities & Admin C,$ 801.05
123709,90077522,610000,Salaries & Wages,"$ 6,482.17"
123709,90077522,620000,Fringe Benefits,"$ 2,355.92"
123709,90077522,630000,Supplies & Materials,"$ 2,114.59"
123709,90077522,637000,Repairs & Maintenanc,$ 42.86
123709,90077522,640102,Leased Facilities Ex,"$ 2,769.53"
123709,90077522,640300,Contractual Services,$ 873.95
123709,90077522,641400,Telecommunications,$ 512.70
123709,90077522,642500,Other Expenses,"$ 1,139.85"
123709,90077522,643000,Other Expenses Exclu,$ (72.36)
123709,90077522,652000,Travel Domestic,"$ 3,564.23"
123709,90077522,652100,Travel Foreign,"$ 3,796.08"
123709,90077522,690007,Recharge,"$ 2,226.20"
123709,90077522,699999,Facilities & Admin C,$ 894.31
123709,96018693,642400,Subaward,"$ (2,786.45)"
123709,96018693,690007,Recharge,$ (315.37)
123709,96018693,699999,Facilities & Admin C,$ (111.67)
123709,96018694,642400,Subaward,"$ (2,252.65)"
123709,96018694,690007,Recharge,$ (280.97)
123709,96018694,699999,Facilities & Admin C,$ (91.21)
123709,96018695,642400,Subaward,"$ (2,304.10)"
123709,96018695,690007,Recharge,$ (253.45)
123709,96018695,699999,Facilities & Admin C,$ (92.07)
123709,96018696,642400,Subaward,"$ 1,938.34"
123709,96018696,690007,Recharge,$ 131.69
123709,96018696,699999,Facilities & Admin C,$ 74.53
123709,96018697,642400,Subaward,"$ (2,887.92)"
123709,96018697,690007,Recharge,$ (334.61)
123709,96018697,699999,Facilities & Admin C,$ (116.01)
123709,96018698,642400,Subaward,"$ 7,545.57"
123709,96018698,690007,Recharge,$ 668.81
123709,96018698,699999,Facilities & Admin C,$ 295.72
123709,96018699,642400,Subaward,"$ (5,574.20)"
123709,96018699,690007,Recharge,$ (624.39)
123709,96018699,699999,Facilities & Admin C,$ (223.15)
123709,96018760,642400,Subaward,"$ (2,642.14)"
123709,96018760,690007,Recharge,$ (341.32)
123709,96018760,699999,Facilities & Admin C,$ (107.41)
123709,96018761,642400,Subaward,"$ 3,797.62"
123709,96018761,690007,Recharge,$ 208.92
123709,96018761,699999,Facilities & Admin C,$ 144.24
123709,96018762,642400,Subaward,"$ (5,204.74)"
123709,96018762,690007,Recharge,$ (572.52)
123709,96018762,699999,Facilities & Admin C,$ (207.98)
123709,96018763,642400,Subaward,"$ (3,118.56)"
123709,96018763,690007,Recharge,$ (365.60)
123709,96018763,699999,Facilities & Admin C,$ (125.43)
123709,96018764,642400,Subaward,"$ 15,799.12"
123709,96018764,690007,Recharge,"$ 1,476.84"
123709,96018764,699999,Facilities & Admin C,$ 621.93
123709,96018765,642400,Subaward,"$ (9,457.03)"
123709,96018765,690007,Recharge,"$ (1,040.27)"
123709,96018765,699999,Facilities & Admin C,$ (377.90)
123709,96018766,642400,Subaward,"$ 6,288.58"
123709,96018766,690007,Recharge,$ 518.48
123709,96018766,699999,Facilities & Admin C,$ 245.05
123709,96020160,642400,Subaward,"$ 4,338.78"
123709,96020160,690007,Recharge,$ 433.88
123709,96020160,699999,Facilities & Admin C,$ 171.82
123709,96020189,642400,Subaward,"$ 28,940.57"
123709,96020189,690007,Recharge,"$ 2,894.06"
123709,96020189,699999,Facilities & Admin C,"$ 1,146.05"
123709,96020191,642400,Subaward,"$ 8,707.65"
123709,96020191,690007,Recharge,$ 870.77
123709,96020191,699999,Facilities & Admin C,$ 344.82
123709,96020320,642400,Subaward,"$ 10,763.18"
123709,96020320,690007,Recharge,"$ 1,076.32"
123709,96020320,699999,Facilities & Admin C,$ 537.51
123909,90069756,612000,Administrative Salar,$ 87.85
123909,90069756,620000,Fringe Benefits,$ 29.85
123909,90069756,690007,Recharge,$ (4.98)
123909,90069756,699999,Facilities & Admin C,$ 22.61
123909,90069757,610000,Salaries & Wages,"$ 9,212.65"
123909,90069757,620000,Fringe Benefits,"$ 2,278.30"
123909,90069757,630000,Supplies & Materials,$ 244.03
123909,90069757,637000,Repairs & Maintenanc,$ 72.85
123909,90069757,640102,Leased Facilities Ex,$ 634.33
123909,90069757,640300,Contractual Services,"$ 6,409.45"
123909,90069757,641400,Telecommunications,$ 62.72
123909,90069757,642500,Other Expenses,$ 380.56
123909,90069757,643000,Other Expenses Exclu,$ (100.24)
123909,90069757,652000,Travel Domestic,$ 409.64
123909,90069757,652100,Travel Foreign,"$ 3,912.59"
123909,90069757,690007,Recharge,"$ 1,990.56"
123909,90069757,699999,Facilities & Admin C,"$ 1,504.51"
124042,90070011,610000,Salaries & Wages,"$ 1,476.59"
124042,90070011,612000,Administrative Salar,$ 29.19
124042,90070011,620000,Fringe Benefits,$ 591.55
124042,90070011,690007,Recharge,$ 230.71
124042,90070011,699999,Facilities & Admin C,$ 488.89
124042,90070012,610000,Salaries & Wages,$ 327.18
124042,90070012,620000,Fringe Benefits,$ 128.88
124042,90070012,630000,Supplies & Materials,$ 206.37
124042,90070012,640300,Contractual Services,$ 638.33
124042,90070012,642500,Other Expenses,$ 249.72
124042,90070012,643000,Other Expenses Exclu,$ 0.68
124042,90070012,652000,Travel Domestic,$ 878.48
124042,90070012,652100,Travel Foreign,$ 679.75
124042,90070012,690007,Recharge,$ 342.03
124042,90070012,699999,Facilities & Admin C,$ 724.65
124436,90070635,610000,Salaries & Wages,$ 221.81
124436,90070635,620000,Fringe Benefits,$ 87.37
124436,90070635,642500,Other Expenses,$ 151.78
124436,90070635,652000,Travel Domestic,$ 986.73
124436,90070635,652100,Travel Foreign,$ 108.11
124436,90070635,690007,Recharge,$ 146.39
124436,90070636,690001,Cost Overrun Small B,$ (0.01)
124436,90070636,690007,Recharge,$ (25.51)
124436,90070636,691500,Service Center,$ (231.88)
124543,90070845,610000,Salaries & Wages,"$ 5,283.10"
124543,90070845,612000,Administrative Salar,$ 435.75
124543,90070845,620000,Fringe Benefits,"$ 1,660.43"
124543,90070845,630000,Supplies & Materials,$ 9.82
124543,90070845,640300,Contractual Services,$ 27.70
124543,90070845,641400,Telecommunications,$ 2.47
124543,90070845,642500,Other Expenses,$ 430.31
124543,90070845,652000,Travel Domestic,$ 351.62
124543,90070845,652100,Travel Foreign,"$ 1,446.89"
124543,90070845,690007,Recharge,$ 882.58
124543,90070845,699999,Facilities & Admin C,"$ 1,790.24"
124543,90070846,610000,Salaries & Wages,"$ 10,626.53"
124543,90070846,620000,Fringe Benefits,"$ 2,161.31"
124543,90070846,630000,Supplies & Materials,$ 527.31
124543,90070846,637000,Repairs & Maintenanc,$ 24.90
124543,90070846,640102,Leased Facilities Ex,"$ 1,272.98"
124543,90070846,640300,Contractual Services,$ 81.20
124543,90070846,641400,Telecommunications,$ 362.71
124543,90070846,642500,Other Expenses,$ 202.90
124543,90070846,643000,Other Expenses Exclu,$ 254.68
124543,90070846,652100,Travel Foreign,"$ 2,183.08"
124543,90070846,690007,Recharge,"$ 1,663.55"
124543,90070846,699999,Facilities & Admin C,"$ 3,031.70"
124647,90070996,610000,Salaries & Wages,"$ 24,282.15"
124647,90070996,612000,Administrative Salar,"$ 3,625.91"
124647,90070996,620000,Fringe Benefits,"$ 8,300.33"
124647,90070996,630000,Supplies & Materials,$ 224.51
124647,90070996,640102,Leased Facilities Ex,$ 237.08
124647,90070996,640300,Contractual Services,"$ 1,362.32"
124647,90070996,641400,Telecommunications,$ 2.74
124647,90070996,642500,Other Expenses,"$ 8,423.51"
124647,90070996,643000,Other Expenses Exclu,$ 32.99
124647,90070996,652100,Travel Foreign,"$ 2,764.76"
124647,90070996,690007,Recharge,"$ 4,377.50"
124647,90070996,699999,Facilities & Admin C,"$ 9,071.83"
124647,90072174,610000,Salaries & Wages,"$ 99,908.00"
124647,90072174,620000,Fringe Benefits,"$ 32,728.03"
124647,90072174,630000,Supplies & Materials,"$ 33,003.46"
124647,90072174,637000,Repairs & Maintenanc,"$ 6,458.98"
124647,90072174,640102,Leased Facilities Ex,"$ 3,924.80"
124647,90072174,640300,Contractual Services,"$ 27,382.23"
124647,90072174,641400,Telecommunications,"$ 3,715.23"
124647,90072174,642500,Other Expenses,"$ 2,815.23"
124647,90072174,643000,Other Expenses Exclu,$ (4.36)
124647,90072174,652000,Travel Domestic,"$ 96,405.74"
124647,90072174,652100,Travel Foreign,"$ 55,958.00"
124647,90072174,690007,Recharge,"$ 32,222.41"
124647,90072174,699999,Facilities & Admin C,"$ 66,401.55"
124647,90072175,610000,Salaries & Wages,"$ 72,070.54"
124647,90072175,620000,Fringe Benefits,"$ 23,605.87"
124647,90072175,630000,Supplies & Materials,"$ 25,842.02"
124647,90072175,637000,Repairs & Maintenanc,"$ 4,686.13"
124647,90072175,640102,Leased Facilities Ex,"$ 5,129.45"
124647,90072175,640300,Contractual Services,"$ 15,567.23"
124647,90072175,641400,Telecommunications,"$ 2,671.99"
124647,90072175,642500,Other Expenses,"$ 2,365.61"
124647,90072175,643000,Other Expenses Exclu,$ (15.07)
124647,90072175,652000,Travel Domestic,"$ 98,036.92"
124647,90072175,652100,Travel Foreign,"$ 40,416.39"
124647,90072175,690007,Recharge,"$ 26,004.17"
124647,90072175,699999,Facilities & Admin C,"$ 52,915.38"
124647,90072176,610000,Salaries & Wages,"$ 155,618.03"
124647,90072176,620000,Fringe Benefits,"$ 51,026.57"
124647,90072176,630000,Supplies & Materials,"$ 89,982.86"
124647,90072176,637000,Repairs & Maintenanc,"$ 11,806.23"
124647,90072176,640102,Leased Facilities Ex,"$ 8,145.57"
124647,90072176,640300,Contractual Services,"$ 43,400.33"
124647,90072176,641400,Telecommunications,"$ 3,701.78"
124647,90072176,642500,Other Expenses,"$ 7,106.14"
124647,90072176,643000,Other Expenses Exclu,$ 11.52
124647,90072176,652000,Travel Domestic,"$ 193,380.79"
124647,90072176,652100,Travel Foreign,"$ 97,124.59"
124647,90072176,690007,Recharge,"$ 59,895.02"
124647,90072176,699999,Facilities & Admin C,"$ 121,217.20"
124647,90074115,610000,Salaries & Wages,"$ 7,475.99"
124647,90074115,612000,Administrative Salar,"$ 2,277.97"
124647,90074115,620000,Fringe Benefits,"$ 3,315.69"
124647,90074115,630000,Supplies & Materials,"$ 24,583.09"
124647,90074115,640300,Contractual Services,"$ 12,665.44"
124647,90074115,642500,Other Expenses,$ 655.56
124647,90074115,652000,Travel Domestic,$ 112.41
124647,90074115,652100,Travel Foreign,"$ 4,879.60"
124647,90074115,690007,Recharge,"$ 5,061.80"
124647,90074115,699999,Facilities & Admin C,"$ 10,374.68"
124647,90074116,610000,Salaries & Wages,"$ 5,027.96"
124647,90074116,612000,Administrative Salar,"$ 1,670.66"
124647,90074116,620000,Fringe Benefits,"$ 2,072.11"
124647,90074116,630000,Supplies & Materials,"$ 8,847.57"
